year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
1652,1650,1600,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1668,1660,1600,1,1,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1668,1660,1600,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1668,1660,1600,1,1,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1668,1660,1600,1,NA,NA,Tubingen,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1672,1670,1600,1,1,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1674,1670,1600,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1677,1670,1600,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1674,1670,1600,1,NA,NA,NA,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1703,1700,1700,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1713,1710,1700,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1722,1720,1700,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1751,1750,1700,1,NA,NA,Stuttgart,Baden-Wurttemberg,Germany,NA,NA,Schraut and Beutter (1988)
1595,1590,1500,1,NA,NA,NA,NA,Germany,NA,NA,Schraut and Beutter (1988)
1613,1610,1600,1,1,NA,NA,NA,Germany,NA,NA,Schraut and Beutter (1988)
1621,1620,1600,1,NA,NA,NA,NA,Germany,NA,NA,Schraut and Beutter (1988)
1672,1670,1600,1,1,NA,NA,NA,Germany,NA,NA,Schraut and Beutter (1988)
1663,1660,1600,1,NA,NA,NA,Blekinge,Sweden,NA,NA,Sörlin (1999)
1679,1670,1600,1,NA,NA,Ronneby,Blekinge,Sweden,NA,NA,Sörlin (1999)
1679,1670,1600,1,NA,NA,Ronneby,Blekinge,Sweden,NA,NA,Sörlin (1999)
1696,1690,1600,1,NA,NA,NA,Blekinge,Sweden,NA,NA,Sörlin (1999)
1709,1700,1700,1,NA,NA,Karlskrona,Blekinge,Sweden,NA,NA,Sörlin (1999)
1718,1710,1700,1,NA,NA,NA,Blekinge,Sweden,NA,NA,Sörlin (1999)
1721,1720,1700,1,NA,NA,Ronneby,Blekinge,Sweden,NA,NA,Sörlin (1999)
1722,1720,1700,1,NA,NA,Ronneby,Blekinge,Sweden,NA,NA,Sörlin (1999)
1731,1730,1700,1,NA,NA,NA,Blekinge,Sweden,NA,NA,Sörlin (1999)
1735,1730,1700,1,NA,NA,Ronneby,Blekinge,Sweden,NA,NA,Sörlin (1999)
1735,1730,1700,1,NA,NA,Karlskrona,Blekinge,Sweden,NA,NA,Sörlin (1999)
1738,1730,1700,1,NA,NA,NA,Blekinge,Sweden,NA,NA,Sörlin (1999)
1740,1740,1700,1,NA,NA,Karlskrona,Blekinge,Sweden,NA,NA,Sörlin (1999)
1740,1740,1700,1,NA,NA,Ronneby,Blekinge,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Blekinge,Sweden,NA,NA,Sörlin (1999)
1751,1750,1700,1,NA,NA,NA,Blekinge,Sweden,NA,NA,Sörlin (1999)
1663,1660,1600,1,NA,NA,Halmstad,Halland,Sweden,NA,NA,Sörlin (1999)
1686,1680,1600,1,NA,NA,NA,Halland,Sweden,NA,NA,Sörlin (1999)
1687,1680,1600,1,NA,NA,Halmstad,Halland,Sweden,NA,NA,Sörlin (1999)
1719,1710,1700,1,NA,NA,Varberg,Halland,Sweden,NA,NA,Sörlin (1999)
1742,1740,1700,1,NA,NA,Varberg,Halland,Sweden,NA,NA,Sörlin (1999)
1743,1740,1700,1,NA,NA,Halmstad,Halland,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,Varberg,Halland,Sweden,NA,NA,Sörlin (1999)
1651,1650,1600,1,NA,NA,Jonkoping,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1652,1650,1600,1,NA,NA,Jonkoping,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1664,1660,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1665,1660,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1665,1660,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1671,1670,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1686,1680,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1688,1680,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1690,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1690,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1690,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1690,1690,1600,1,NA,NA,Eksjo,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1691,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1691,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1692,1690,1600,1,NA,NA,Eksjo,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1695,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1695,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1696,1690,1600,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1714,1710,1700,1,NA,NA,Jonkoping,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1715,1710,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1718,1710,1700,1,NA,NA,Jonkoping,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1723,1720,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1731,1730,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1737,1730,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,Jonkoping,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1743,1740,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1745,1740,1700,1,NA,NA,Jonkoping,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1748,1740,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1754,1750,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1754,1750,1700,1,NA,NA,NA,Jonkoping,Sweden,NA,NA,Sörlin (1999)
1642,1640,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1642,1640,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1645,1640,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1652,1650,1600,1,NA,NA,Kalmar,Kalmar,Sweden,NA,NA,Sörlin (1999)
1659,1650,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1661,1660,1600,1,NA,NA,Vastervik,Kalmar,Sweden,NA,NA,Sörlin (1999)
1663,1660,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1664,1660,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1666,1660,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1668,1660,1600,1,NA,NA,Borgholm,Kalmar,Sweden,NA,NA,Sörlin (1999)
1668,1660,1600,1,NA,NA,Kalmar,Kalmar,Sweden,NA,NA,Sörlin (1999)
1667,1660,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1667,1660,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1667,1660,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1669,1660,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,Kalmar,Kalmar,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,Morbylanga,Kalmar,Sweden,NA,NA,Sörlin (1999)
1671,1670,1600,1,NA,NA,Vastervik,Kalmar,Sweden,NA,NA,Sörlin (1999)
1676,1670,1600,1,NA,NA,Vimmerby,Kalmar,Sweden,NA,NA,Sörlin (1999)
1693,1690,1600,1,NA,NA,Borgholm,Kalmar,Sweden,NA,NA,Sörlin (1999)
1697,1690,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1698,1690,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1699,1690,1600,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1701,1700,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1733,1730,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1738,1730,1700,1,NA,NA,Borgholm,Kalmar,Sweden,NA,NA,Sörlin (1999)
1738,1730,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1740,1740,1700,1,NA,NA,Borgholm,Kalmar,Sweden,NA,NA,Sörlin (1999)
1741,1740,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1741,1740,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1744,1740,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1745,1740,1700,1,NA,NA,Morbylanga,Kalmar,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,Morbylanga,Kalmar,Sweden,NA,NA,Sörlin (1999)
1748,1740,1700,1,NA,NA,Vastervik,Kalmar,Sweden,NA,NA,Sörlin (1999)
1752,1750,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1753,1750,1700,1,NA,NA,Borgholm,Kalmar,Sweden,NA,NA,Sörlin (1999)
1753,1750,1700,1,NA,NA,NA,Kalmar,Sweden,NA,NA,Sörlin (1999)
1646,1640,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1650,1650,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1651,1650,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1653,1650,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1660,1660,1600,1,NA,NA,Vaxjo,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1661,1660,1600,1,NA,NA,Vaxjo,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1662,1660,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1667,1660,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1713,1710,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1722,1720,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1743,1740,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1749,1740,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1749,1740,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1751,1750,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1754,1750,1700,1,NA,NA,NA,Kronoberg,Sweden,NA,NA,Sörlin (1999)
1640,1640,1600,1,NA,NA,Soderkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1645,1640,1600,1,NA,NA,Linkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1645,1640,1600,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1669,1660,1600,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1669,1660,1600,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1674,1670,1600,1,NA,NA,Linkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1674,1670,1600,1,NA,NA,Linkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1694,1690,1600,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1699,1690,1600,1,NA,NA,Finspang,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1701,1700,1700,1,NA,NA,Vadstena,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1707,1700,1700,1,NA,NA,Vadstena,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1706,1700,1700,1,NA,NA,Vadstena,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1720,1720,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1723,1720,1700,1,NA,NA,Vadstena,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1726,1720,1700,1,NA,NA,Mjolby,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1728,1720,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1733,1730,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1736,1730,1700,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1736,1730,1700,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1736,1730,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1737,1730,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1737,1730,1700,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1738,1730,1700,1,NA,NA,Finspang,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1743,1740,1700,1,NA,NA,Linkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1744,1740,1700,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1745,1740,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1748,1740,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1748,1740,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1749,1740,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1749,1740,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1753,1750,1700,1,NA,NA,Norrkoping,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1753,1750,1700,1,NA,NA,NA,Ostergotland,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1693,1690,1600,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1696,1690,1600,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1697,1690,1600,1,NA,NA,Lund,Skane,Sweden,NA,NA,Sörlin (1999)
1703,1700,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1706,1700,1700,1,NA,NA,Ystad,Skane,Sweden,NA,NA,Sörlin (1999)
1707,1700,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1706,1700,1700,1,NA,NA,Ystad,Skane,Sweden,NA,NA,Sörlin (1999)
1708,1700,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1712,1710,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1715,1710,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1716,1710,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1722,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1722,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1723,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1726,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1727,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1727,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1728,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1727,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1728,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1728,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1728,1720,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1731,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1731,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1733,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1734,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1735,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1736,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1737,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1741,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1741,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1744,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1745,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1745,1740,1700,1,NA,NA,Malmo,Skane,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,Lund,Skane,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1748,1740,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1751,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1751,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1752,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1753,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1752,1750,1700,1,NA,NA,Simrishamn,Skane,Sweden,NA,NA,Sörlin (1999)
1754,1750,1700,1,NA,NA,NA,Skane,Sweden,NA,NA,Sörlin (1999)
1637,1630,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1646,1640,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1646,1640,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1649,1640,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1651,1650,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1651,1650,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1651,1650,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1672,1670,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1682,1680,1600,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1706,1700,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1716,1710,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1720,1720,1700,1,NA,NA,Saffle,Varmland,Sweden,NA,NA,Sörlin (1999)
1727,1720,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1729,1720,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1733,1730,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1738,1730,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1738,1730,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,Saffle,Varmland,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1739,1730,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1740,1740,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1741,1740,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1741,1740,1700,1,NA,NA,Kristinehamn,Varmland,Sweden,NA,NA,Sörlin (1999)
1742,1740,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1742,1740,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1743,1740,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1745,1740,1700,1,NA,NA,Saffle,Varmland,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1746,1740,1700,1,NA,NA,Karlstad,Varmland,Sweden,NA,NA,Sörlin (1999)
1748,1740,1700,1,NA,NA,Kristinehamn,Varmland,Sweden,NA,NA,Sörlin (1999)
1748,1740,1700,1,NA,NA,Karlstad,Varmland,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,Kristinehamn,Varmland,Sweden,NA,NA,Sörlin (1999)
1750,1750,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1751,1750,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1752,1750,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1753,1750,1700,1,NA,NA,NA,Varmland,Sweden,NA,NA,Sörlin (1999)
1635,1630,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1634,1630,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1635,1630,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1636,1630,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1637,1630,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1638,1630,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1636,1630,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1642,1640,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1641,1640,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1643,1640,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1649,1640,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1660,1660,1600,1,NA,NA,Falkoping,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1664,1660,1600,1,NA,NA,Skara,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1664,1660,1600,1,NA,NA,Lidkoping,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1666,1660,1600,1,NA,NA,Skara,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1667,1660,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1669,1660,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1669,1660,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1669,1660,1600,1,NA,NA,Lysekil,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1669,1660,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1671,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1670,1670,1600,1,NA,NA,Lidkoping,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1672,1670,1600,1,NA,NA,Munkedal,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1673,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1673,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1674,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1679,1670,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1681,1680,1600,1,NA,NA,Skara,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1685,1680,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
1692,1690,1600,1,NA,NA,NA,Vastra Gotaland,Sweden,NA,NA,Sörlin (1999)
